rule_id,rule_name,rule_text,category,label,severity,target_os,hash
R181,MagicHound,"rule MagicHound { meta: description = ""Detects Magic Hound APT activity"" author = ""CyberSecTeam"" date = ""2026-11-20"" strings: $s1 = ""magichound"" nocase $s2 = ""pupyrat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],y1z2a3b4c5d6e7f8g9h0
R182,Benign_HexChat,"rule Benign_HexChat { meta: description = ""Detects HexChat IRC client"" author = ""CyberSecTeam"" date = ""2026-11-25"" strings: $s1 = ""hexchat.exe"" nocase $s2 = ""hexchat.github.io"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",z2a3b4c5d6e7f8g9h0i1
R183,FoxKitten,"rule FoxKitten { meta: description = ""Detects Fox Kitten APT activity"" author = ""CyberSecTeam"" date = ""2026-11-30"" strings: $s1 = ""foxkitten"" nocase $s2 = ""tunna"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],a3b4c5d6e7f8g9h0i1j2
R184,Benign_Flameshot,"rule Benign_Flameshot { meta: description = ""Detects Flameshot screenshot tool"" author = ""CyberSecTeam"" date = ""2026-12-01"" strings: $s1 = ""flameshot"" nocase $s2 = ""flameshot.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],b4c5d6e7f8g9h0i1j2k3
R185,RedDelta,"rule RedDelta { meta: description = ""Detects Red Delta APT activity"" author = ""CyberSecTeam"" date = ""2026-12-05"" strings: $s1 = ""reddelta"" nocase $s2 = ""plugx"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],c5d6e7f8g9h0i1j2k3l4
R186,Benign_GThumb,"rule Benign_GThumb { meta: description = ""Detects gThumb image viewer"" author = ""CyberSecTeam"" date = ""2026-12-10"" strings: $s1 = ""gthumb"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],d6e7f8g9h0i1j2k3l4m5
R187,VoltTyphoon,"rule VoltTyphoon { meta: description = ""Detects Volt Typhoon APT activity"" author = ""CyberSecTeam"" date = ""2026-12-15"" strings: $s1 = ""volttyphoon"" nocase $s2 = ""bronzebutler"" condition: $s1 or $s2 }",Trojan,malicious,critical,"['Windows', 'Linux']",e7f8g9h0i1j2k3l4m5n6
R188,Benign_Evince,"rule Benign_Evince { meta: description = ""Detects Evince document viewer"" author = ""CyberSecTeam"" date = ""2026-12-20"" strings: $s1 = ""evince"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],f8g9h0i1j2k3l4m5n6o7
R189,IronTiger,"rule IronTiger { meta: description = ""Detects Iron Tiger APT activity"" author = ""CyberSecTeam"" date = ""2026-12-25"" strings: $s1 = ""irontiger"" nocase $s2 = ""poisonivy"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],g9h0i1j2k3l4m5n6o7p8
R190,Benign_Geany,"rule Benign_Geany { meta: description = ""Detects Geany text editor"" author = ""CyberSecTeam"" date = ""2026-12-30"" strings: $s1 = ""geany"" nocase $s2 = ""geany.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",h0i1j2k3l4m5n6o7p8q9
R191,BlueMockingbird,"rule BlueMockingbird { meta: description = ""Detects Blue Mockingbird activity"" author = ""CyberSecTeam"" date = ""2027-01-01"" strings: $s1 = ""bluemockingbird"" nocase $s2 = ""xmrig_miner"" condition: $s1 or $s2 }",Cryptominer,malicious,high,"['Windows', 'Linux']",i1j2k3l4m5n6o7p8q9r0
R192,Benign_LibreCAD,"rule Benign_LibreCAD { meta: description = ""Detects LibreCAD software"" author = ""CyberSecTeam"" date = ""2027-01-05"" strings: $s1 = ""librecad.exe"" nocase $s2 = ""librecad.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",j2k3l4m5n6o7p8q9r0s1
R193,Leviathan,"rule Leviathan { meta: description = ""Detects Leviathan APT activity"" author = ""CyberSecTeam"" date = ""2027-01-10"" strings: $s1 = ""leviathan"" nocase $s2 = ""orcarat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],k3l4m5n6o7p8q9r0s1t2
R194,Benign_FreeCAD,"rule Benign_FreeCAD { meta: description = ""Detects FreeCAD software"" author = ""CyberSecTeam"" date = ""2027-01-15"" strings: $s1 = ""freecad.exe"" nocase $s2 = ""freecadweb.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",l4m5n6o7p8q9r0s1t2u3
R195,Gallium,"rule Gallium { meta: description = ""Detects Gallium APT activity"" author = ""CyberSecTeam"" date = ""2027-01-20"" strings: $s1 = ""gallium"" nocase $s2 = ""poisonrat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],m5n6o7p8q9r0s1t2u3v4
R196,Benign_QEMU,"rule Benign_QEMU { meta: description = ""Detects QEMU emulator"" author = ""CyberSecTeam"" date = ""2027-01-25"" strings: $s1 = ""qemu"" nocase $s2 = ""qemu.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],n6o7p8q9r0s1t2u3v4w5
R197,SilentChollima,"rule SilentChollima { meta: description = ""Detects Silent Chollima APT activity"" author = ""CyberSecTeam"" date = ""2027-01-30"" strings: $s1 = ""silentchollima"" nocase $s2 = ""hoplight"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],o7p8q9r0s1t2u3v4w5x6
R198,Benign_Xfig,"rule Benign_Xfig { meta: description = ""Detects Xfig drawing tool"" author = ""CyberSecTeam"" date = ""2027-02-01"" strings: $s1 = ""xfig"" nocase $s2 = ""xfig.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],p8q9r0s1t2u3v4w5x6y7
R199,AnchorPanda,"rule AnchorPanda { meta: description = ""Detects Anchor Panda APT activity"" author = ""CyberSecTeam"" date = ""2027-02-05"" strings: $s1 = ""anchorpanda"" nocase $s2 = ""gh0st"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],q9r0s1t2u3v4w5x6y7z8
R200,Benign_Dia,"rule Benign_Dia { meta: description = ""Detects Dia diagramming tool"" author = ""CyberSecTeam"" date = ""2027-02-10"" strings: $s1 = ""dia"" nocase $s2 = ""dia-installer.de"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",r0s1t2u3v4w5x6y7z8a9
R201,PioneerKitten,"rule PioneerKitten { meta: description = ""Detects Pioneer Kitten APT activity"" author = ""CyberSecTeam"" date = ""2027-02-15"" strings: $s1 = ""pioneerkitten"" nocase $s2 = ""foxrat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],s1t2u3v4w5x6y7z8a9b0
R202,Benign_GitKraken,"rule Benign_GitKraken { meta: description = ""Detects GitKraken client"" author = ""CyberSecTeam"" date = ""2027-02-20"" strings: $s1 = ""gitkraken.exe"" nocase $s2 = ""gitkraken.com"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",t2u3v4w5x6y7z8a9b0c1
R203,CommentCrew,"rule CommentCrew { meta: description = ""Detects Comment Crew APT activity"" author = ""CyberSecTeam"" date = ""2027-02-25"" strings: $s1 = ""commentcrew"" nocase $s2 = ""auriga"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],u3v4w5x6y7z8a9b0c1d2
R204,Benign_GnuPlot,"rule Benign_GnuPlot { meta: description = ""Detects Gnuplot plotting tool"" author = ""CyberSecTeam"" date = ""2027-03-01"" strings: $s1 = ""gnuplot"" nocase $s2 = ""gnuplot.info"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",v4w5x6y7z8a9b0c1d2e3
R205,Naikon,"rule Naikon { meta: description = ""Detects Naikon APT activity"" author = ""CyberSecTeam"" date = ""2027-03-05"" strings: $s1 = ""naikon"" nocase $s2 = ""ariarat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],w5x6y7z8a9b0c1d2e3f4
R206,Benign_OpenShot,"rule Benign_OpenShot { meta: description = ""Detects OpenShot video editor"" author = ""CyberSecTeam"" date = ""2027-03-10"" strings: $s1 = ""openshot"" nocase $s2 = ""openshot.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",x6y7z8a9b0c1d2e3f4g5
R207,VixenPanda,"rule VixenPanda { meta: description = ""Detects Vixen Panda APT activity"" author = ""CyberSecTeam"" date = ""2027-03-15"" strings: $s1 = ""vixenpanda"" nocase $s2 = ""koadic"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],y7z8a9b0c1d2e3f4g5h6
R208,Benign_HandBrake,"rule Benign_HandBrake { meta: description = ""Detects HandBrake video converter"" author = ""CyberSecTeam"" date = ""2027-03-20"" strings: $s1 = ""handbrake.exe"" nocase $s2 = ""handbrake.fr"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",z8a9b0c1d2e3f4g5h6i7
R209,GothicPanda,"rule GothicPanda { meta: description = ""Detects Gothic Panda APT activity"" author = ""CyberSecTeam"" date = ""2027-03-25"" strings: $s1 = ""gothicpanda"" nocase $s2 = ""pirpi"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],a9b0c1d2e3f4g5h6i7j8
R210,Benign_Ardour,"rule Benign_Ardour { meta: description = ""Detects Ardour audio workstation"" author = ""CyberSecTeam"" date = ""2027-03-30"" strings: $s1 = ""ardour"" nocase $s2 = ""ardour.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",b0c1d2e3f4g5h6i7j8k9
R211,Elderwood,"rule Elderwood { meta: description = ""Detects Elderwood APT activity"" author = ""CyberSecTeam"" date = ""2027-04-01"" strings: $s1 = ""elderwood"" nocase $s2 = ""zeroday"" condition: $s1 or $s2 }",Exploit,malicious,critical,['Windows'],c1d2e3f4g5h6i7j8k9l0
R212,Benign_LMMS,"rule Benign_LMMS { meta: description = ""Detects LMMS music production software"" author = ""CyberSecTeam"" date = ""2027-04-05"" strings: $s1 = ""lmms.exe"" nocase $s2 = ""lmms.io"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",d2e3f4g5h6i7j8k9l0m1
R213,HiddenCobra,"rule HiddenCobra { meta: description = ""Detects Hidden Cobra APT activity"" author = ""CyberSecTeam"" date = ""2027-04-10"" strings: $s1 = ""hiddencobra"" nocase $s2 = ""volgmer"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],e3f4g5h6i7j8k9l0m1n2
R214,Benign_MuseScore,"rule Benign_MuseScore { meta: description = ""Detects MuseScore notation software"" author = ""CyberSecTeam"" date = ""2027-04-15"" strings: $s1 = ""musescore.exe"" nocase $s2 = ""musescore.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",f4g5h6i7j8k9l0m1n2o3
R215,TemperPanda,"rule TemperPanda { meta: description = ""Detects Temper Panda APT activity"" author = ""CyberSecTeam"" date = ""2027-04-20"" strings: $s1 = ""temperpanda"" nocase $s2 = ""sykipot"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],g5h6i7j8k9l0m1n2o3p4
R216,Benign_Scilab,"rule Benign_Scilab { meta: description = ""Detects Scilab numerical software"" author = ""CyberSecTeam"" date = ""2027-04-25"" strings: $s1 = ""scilab.exe"" nocase $s2 = ""scilab.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",h6i7j8k9l0m1n2o3p4q5
R217,HurricanePanda,"rule HurricanePanda { meta: description = ""Detects Hurricane Panda APT activity"" author = ""CyberSecTeam"" date = ""2027-04-30"" strings: $s1 = ""hurricanepanda"" nocase $s2 = ""sakula"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],i7j8k9l0m1n2o3p4q5r6
R218,Benign_Octave,"rule Benign_Octave { meta: description = ""Detects GNU Octave software"" author = ""CyberSecTeam"" date = ""2027-05-01"" strings: $s1 = ""octave.exe"" nocase $s2 = ""octave.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",j8k9l0m1n2o3p4q5r6s7
R219,NightDragon,"rule NightDragon { meta: description = ""Detects Night Dragon APT activity"" author = ""CyberSecTeam"" date = ""2027-05-05"" strings: $s1 = ""nightdragon"" nocase $s2 = ""zwrat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],k9l0m1n2o3p4q5r6s7t8
R220,Benign_RStudio,"rule Benign_RStudio { meta: description = ""Detects RStudio IDE"" author = ""CyberSecTeam"" date = ""2027-05-10"" strings: $s1 = ""rstudio.exe"" nocase $s2 = ""rstudio.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",l0m1n2o3p4q5r6s7t8u9
R221,CrimsonIron,"rule CrimsonIron { meta: description = ""Detects Crimson Iron APT activity"" author = ""CyberSecTeam"" date = ""2027-05-15"" strings: $s1 = ""crimsoniron"" nocase $s2 = ""ironrat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],m1n2o3p4q5r6s7t8u9v0
R222,Benign_Spyder,"rule Benign_Spyder { meta: description = ""Detects Spyder Python IDE"" author = ""CyberSecTeam"" date = ""2027-05-20"" strings: $s1 = ""spyder.exe"" nocase $s2 = ""spyder-ide.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",n2o3p4q5r6s7t8u9v0w1
R223,ScarletMimic,"rule ScarletMimic { meta: description = ""Detects Scarlet Mimic APT activity"" author = ""CyberSecTeam"" date = ""2027-05-25"" strings: $s1 = ""scarletmimic"" nocase $s2 = ""fakeav"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],o3p4q5r6s7t8u9v0w1x2
R224,Benign_Anaconda,"rule Benign_Anaconda { meta: description = ""Detects Anaconda Python distribution"" author = ""CyberSecTeam"" date = ""2027-05-30"" strings: $s1 = ""anaconda"" nocase $s2 = ""anaconda.com"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",p4q5r6s7t8u9v0w1x2y3
R225,BlackVine,"rule BlackVine { meta: description = ""Detects Black Vine APT activity"" author = ""CyberSecTeam"" date = ""2027-06-01"" strings: $s1 = ""blackvine"" nocase $s2 = ""hurtrun"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],q5r6s7t8u9v0w1x2y3z4
R226,Benign_Pandoc,"rule Benign_Pandoc { meta: description = ""Detects Pandoc document converter"" author = ""CyberSecTeam"" date = ""2027-06-05"" strings: $s1 = ""pandoc"" nocase $s2 = ""pandoc.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",r6s7t8u9v0w1x2y3z4a5
R227,CloudHopper,"rule CloudHopper { meta: description = ""Detects Cloud Hopper APT activity"" author = ""CyberSecTeam"" date = ""2027-06-10"" strings: $s1 = ""cloudhopper"" nocase $s2 = ""chrysaor"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],s7t8u9v0w1x2y3z4a5b6
R228,Benign_TeXworks,"rule Benign_TeXworks { meta: description = ""Detects TeXworks LaTeX editor"" author = ""CyberSecTeam"" date = ""2027-06-15"" strings: $s1 = ""texworks.exe"" nocase $s2 = ""tug.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",t8u9v0w1x2y3z4a5b6c7
R229,OrionStar,"rule OrionStar { meta: description = ""Detects Orion Star APT activity"" author = ""CyberSecTeam"" date = ""2027-06-20"" strings: $s1 = ""orionstar"" nocase $s2 = ""sunburst"" condition: $s1 or $s2 }",Trojan,malicious,critical,['Windows'],u9v0w1x2y3z4a5b6c7d8
R230,Benign_LyX,"rule Benign_LyX { meta: description = ""Detects LyX document processor"" author = ""CyberSecTeam"" date = ""2027-06-25"" strings: $s1 = ""lyx.exe"" nocase $s2 = ""lyx.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",v0w1x2y3z4a5b6c7d8e9
R231,GorgonGroup,"rule GorgonGroup { meta: description = ""Detects Gorgon Group APT activity"" author = ""CyberSecTeam"" date = ""2027-06-30"" strings: $s1 = ""gorgongroup"" nocase $s2 = ""nanocore"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],w1x2y3z4a5b6c7d8e9f0
R232,Benign_SumatraPDF,"rule Benign_SumatraPDF { meta: description = ""Detects SumatraPDF reader"" author = ""CyberSecTeam"" date = ""2027-07-01"" strings: $s1 = ""sumatrapdf.exe"" nocase $s2 = ""sumatrapdfreader.org"" condition: $s1 and $s2 }",Benign,benign,none,['Windows'],x2y3z4a5b6c7d8e9f0g1
R233,SilentLibrarian,"rule SilentLibrarian { meta: description = ""Detects Silent Librarian APT activity"" author = ""CyberSecTeam"" date = ""2027-07-05"" strings: $s1 = ""silentlibrarian"" nocase $s2 = ""phishkit"" condition: $s1 or $s2 }",Phishing,malicious,high,['Windows'],y3z4a5b6c7d8e9f0g1h2
R234,Benign_Foxit,"rule Benign_Foxit { meta: description = ""Detects Foxit PDF reader"" author = ""CyberSecTeam"" date = ""2027-07-10"" strings: $s1 = ""foxitreader.exe"" nocase $s2 = ""foxitsoftware.com"" condition: $s1 and $s2 }",Benign,benign,none,['Windows'],z4a5b6c7d8e9f0g1h2i3
R235,StoneDrill,"rule StoneDrill { meta: description = ""Detects StoneDrill APT activity"" author = ""CyberSecTeam"" date = ""2027-07-15"" strings: $s1 = ""stonedrill"" nocase $s2 = ""wiper"" condition: $s1 or $s2 }",Wiper,malicious,critical,['Windows'],a5b6c7d8e9f0g1h2i3j4
R236,Benign_Okular,"rule Benign_Okular { meta: description = ""Detects Okular document viewer"" author = ""CyberSecTeam"" date = ""2027-07-20"" strings: $s1 = ""okular"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],b6c7d8e9f0g1h2i3j4k5
R237,CopyKittens,"rule CopyKittens { meta: description = ""Detects CopyKittens APT activity"" author = ""CyberSecTeam"" date = ""2027-07-25"" strings: $s1 = ""copykittens"" nocase $s2 = ""matryoshka"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],c7d8e9f0g1h2i3j4k5l6
R238,Benign_Kate,"rule Benign_Kate { meta: description = ""Detects Kate text editor"" author = ""CyberSecTeam"" date = ""2027-07-30"" strings: $s1 = ""kate"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],d8e9f0g1h2i3j4k5l6m7
R239,Sowbug,"rule Sowbug { meta: description = ""Detects Sowbug APT activity"" author = ""CyberSecTeam"" date = ""2027-08-01"" strings: $s1 = ""sowbug"" nocase $s2 = ""felismus"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],e9f0g1h2i3j4k5l6m7n8
R240,Benign_Gedit,"rule Benign_Gedit { meta: description = ""Detects Gedit text editor"" author = ""CyberSecTeam"" date = ""2027-08-05"" strings: $s1 = ""gedit"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],f0g1h2i3j4k5l6m7n8o9
R241,Tick,"rule Tick { meta: description = ""Detects Tick APT activity"" author = ""CyberSecTeam"" date = ""2027-08-10"" strings: $s1 = ""tick"" nocase $s2 = ""datper"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],g1h2i3j4k5l6m7n8o9p0
R242,Benign_Pluma,"rule Benign_Pluma { meta: description = ""Detects Pluma text editor"" author = ""CyberSecTeam"" date = ""2027-08-15"" strings: $s1 = ""pluma"" nocase $s2 = ""mate-desktop.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],h2i3j4k5l6m7n8o9p0q1
R243,LotusBlossom,"rule LotusBlossom { meta: description = ""Detects Lotus Blossom APT activity"" author = ""CyberSecTeam"" date = ""2027-08-20"" strings: $s1 = ""lotusblossom"" nocase $s2 = ""elise"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],i3j4k5l6m7n8o9p0q1r2
R244,Benign_Atril,"rule Benign_Atril { meta: description = ""Detects Atril document viewer"" author = ""CyberSecTeam"" date = ""2027-08-25"" strings: $s1 = ""atril"" nocase $s2 = ""mate-desktop.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],j4k5l6m7n8o9p0q1r2s3
R245,PutterPanda,"rule PutterPanda { meta: description = ""Detects Putter Panda APT activity"" author = ""CyberSecTeam"" date = ""2027-08-30"" strings: $s1 = ""putterpanda"" nocase $s2 = ""httpdropper"" condition: $s1 or $s2 }",Dropper,malicious,high,['Windows'],k5l6m7n8o9p0q1r2s3t4
R246,Benign_Transmission,"rule Benign_Transmission { meta: description = ""Detects Transmission BitTorrent client"" author = ""CyberSecTeam"" date = ""2027-09-01"" strings: $s1 = ""transmission"" nocase $s2 = ""transmissionbt.com"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],l6m7n8o9p0q1r2s3t4u5
R247,Thrip,"rule Thrip { meta: description = ""Detects Thrip APT activity"" author = ""CyberSecTeam"" date = ""2027-09-05"" strings: $s1 = ""thrip"" nocase $s2 = ""rikamanu"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],m7n8o9p0q1r2s3t4u5v6
R248,Benign_QBittorrent,"rule Benign_QBittorrent { meta: description = ""Detects qBittorrent client"" author = ""CyberSecTeam"" date = ""2027-09-10"" strings: $s1 = ""qbittorrent.exe"" nocase $s2 = ""qbittorrent.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",n8o9p0q1r2s3t4u5v6w7
R249,MenuPass,"rule MenuPass { meta: description = ""Detects MenuPass APT activity"" author = ""CyberSecTeam"" date = ""2027-09-15"" strings: $s1 = ""menupass"" nocase $s2 = ""poisonivy"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],o9p0q1r2s3t4u5v6w7x8
R250,Benign_Deluge,"rule Benign_Deluge { meta: description = ""Detects Deluge BitTorrent client"" author = ""CyberSecTeam"" date = ""2027-09-20"" strings: $s1 = ""deluge"" nocase $s2 = ""deluge-torrent.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",p0q1r2s3t4u5v6w7x8y9
R251,EmotetGroup,"rule EmotetGroup { meta: description = ""Detects Emotet Group APT activity"" author = ""CyberSecTeam"" date = ""2027-09-25"" strings: $s1 = ""emotetgroup"" nocase $s2 = ""emotet_loader"" condition: $s1 or $s2 }",Loader,malicious,high,['Windows'],q1r2s3t4u5v6w7x8y9z0
R252,Benign_VLCStream,"rule Benign_VLCStream { meta: description = ""Detects VLC streaming module"" author = ""CyberSecTeam"" date = ""2027-09-30"" strings: $s1 = ""vlc-stream"" nocase $s2 = ""videolan.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",r2s3t4u5v6w7x8y9z0a1
R253,WizardSpider,"rule WizardSpider { meta: description = ""Detects Wizard Spider APT activity"" author = ""CyberSecTeam"" date = ""2027-10-01"" strings: $s1 = ""wizardspider"" nocase $s2 = ""ryuk"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],s3t4u5v6w7x8y9z0a1b2
R254,Benign_FirefoxESR,"rule Benign_FirefoxESR { meta: description = ""Detects Firefox ESR browser"" author = ""CyberSecTeam"" date = ""2027-10-05"" strings: $s1 = ""firefox-esr"" nocase $s2 = ""mozilla.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",t4u5v6w7x8y9z0a1b2c3
R255,SandCat,"rule SandCat { meta: description = ""Detects SandCat APT activity"" author = ""CyberSecTeam"" date = ""2027-10-10"" strings: $s1 = ""sandcat"" nocase $s2 = ""spearphish"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],u5v6w7x8y9z0a1b2c3d4
R256,Benign_Chromium,"rule Benign_Chromium { meta: description = ""Detects Chromium browser"" author = ""CyberSecTeam"" date = ""2027-10-15"" strings: $s1 = ""chromium.exe"" nocase $s2 = ""chromium.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",v6w7x8y9z0a1b2c3d4e5
R257,EvilCorp,"rule EvilCorp { meta: description = ""Detects Evil Corp APT activity"" author = ""CyberSecTeam"" date = ""2027-10-20"" strings: $s1 = ""evilcorp"" nocase $s2 = ""dridex"" condition: $s1 or $s2 }",Banker,malicious,high,['Windows'],w7x8y9z0a1b2c3d4e5f6
R258,Benign_Tor,"rule Benign_Tor { meta: description = ""Detects Tor browser"" author = ""CyberSecTeam"" date = ""2027-10-25"" strings: $s1 = ""tor.exe"" nocase $s2 = ""torproject.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",x8y9z0a1b2c3d4e5f6g7
R259,Carbanak,"rule Carbanak { meta: description = ""Detects Carbanak APT activity"" author = ""CyberSecTeam"" date = ""2027-10-30"" strings: $s1 = ""carbanak"" nocase $s2 = ""bankstealer"" condition: $s1 or $s2 }",Banker,malicious,high,['Windows'],y9z0a1b2c3d4e5f6g7h8
R260,Benign_Wget,"rule Benign_Wget { meta: description = ""Detects Wget downloader"" author = ""CyberSecTeam"" date = ""2027-11-01"" strings: $s1 = ""wget"" nocase $s2 = ""gnu.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],z0a1b2c3d4e5f6g7h8i9
R261,FIN8,"rule FIN8 { meta: description = ""Detects FIN8 APT activity"" author = ""CyberSecTeam"" date = ""2027-11-05"" strings: $s1 = ""fin8"" nocase $s2 = ""badhatch"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],a1b2c3d4e5f6g7h8i9j0
R262,Benign_Curl,"rule Benign_Curl { meta: description = ""Detects Curl utility"" author = ""CyberSecTeam"" date = ""2027-11-10"" strings: $s1 = ""curl"" nocase $s2 = ""curl.se"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",b2c3d4e5f6g7h8i9j0k1
R263,APT32_OceanLotus,"rule APT32_OceanLotus { meta: description = ""Detects APT32 (OceanLotus) activity"" author = ""CyberSecTeam"" date = ""2027-11-15"" strings: $s1 = ""oceanlotus"" nocase $s2 = ""kerrdown"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],c3d4e5f6g7h8i9j0k1l2
R264,Benign_Nano,"rule Benign_Nano { meta: description = ""Detects Nano text editor"" author = ""CyberSecTeam"" date = ""2027-11-20"" strings: $s1 = ""nano"" nocase $s2 = ""nano-editor.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],d4e5f6g7h8i9j0k1l2m3
R265,Machete,"rule Machete { meta: description = ""Detects Machete APT activity"" author = ""CyberSecTeam"" date = ""2027-11-25"" strings: $s1 = ""machete"" nocase $s2 = ""pyrat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],e5f6g7h8i9j0k1l2m3n4
R266,Benign_GnuCash,"rule Benign_GnuCash { meta: description = ""Detects GnuCash accounting software"" author = ""CyberSecTeam"" date = ""2027-11-30"" strings: $s1 = ""gnucash"" nocase $s2 = ""gnucash.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",f6g7h8i9j0k1l2m3n4o5
R267,BouncingGolf,"rule BouncingGolf { meta: description = ""Detects Bouncing Golf APT activity"" author = ""CyberSecTeam"" date = ""2027-12-01"" strings: $s1 = ""bouncinggolf"" nocase $s2 = ""golfstealer"" condition: $s1 or $s2 }",Stealer,malicious,high,['Windows'],g7h8i9j0k1l2m3n4o5p6
R268,Benign_KMyMoney,"rule Benign_KMyMoney { meta: description = ""Detects KMyMoney accounting software"" author = ""CyberSecTeam"" date = ""2027-12-05"" strings: $s1 = ""kmymoney"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],h8i9j0k1l2m3n4o5p6q7
R269,IndigoZebra,"rule IndigoZebra { meta: description = ""Detects Indigo Zebra APT activity"" author = ""CyberSecTeam"" date = ""2027-12-10"" strings: $s1 = ""indigozebra"" nocase $s2 = ""cloudyomega"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],i9j0k1l2m3n4o5p6q7r8
